alignment,beat_of_occurrence,crash_date,crash_day_of_week,crash_hour,crash_month,crash_type,damage,device_condition,first_crash_type,hit_and_run_i,injuries_fatal,injuries_incapacitating,injuries_no_indication,injuries_non_incapacitating,injuries_reported_not_evident,injuries_total,injuries_unknown,latitude,lighting_condition,longitude,most_severe_injury,num_units,posted_speed_limit,prim_contributory_cause,road_defect,roadway_surface_cond,sec_contributory_cause,street_direction,street_no,traffic_control_device,trafficway_type,weather_condition,crash_date_est_i,intersection_related_i,work_zone_i,dooring_i,private_property_i,veh_count,ppl_count,veh_first_contact_point_list_json,veh_make_list_json,veh_maneuver_list_json,veh_model_list_json,veh_towed_i_list_json,ppl_age_list_json,ppl_airbag_deployed_list_json,ppl_ejection_list_json,ppl_injury_classification_list_json,year,month,day,hour,is_weekend,hour_bin,lat_bin,lng_bin,grid_id,veh_truck_i,veh_mc_i,ppl_age_mean,ppl_age_min,ppl_age_max,cause_group
STRAIGHT AND LEVEL,2512,2025-09-20 13:47:00,7,13,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.9237604017,daylight,-87.7887477626,NO INDICATION OF INJURY,2,10,IMPROPER BACKING,NO DEFECTS,dry,IMPROPER BACKING,W,6520,no controls,PARKING LOT,clear,,,,,,4,0,"[""REAR-LEFT-CORNER"", ""UNKNOWN""]","[""CHEVROLET"", ""TOYOTA""]","[""BACKING"", ""PARKED""]","[""EQUINOX"", ""RAV4""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,20,13,1,afternoon,41.92,-87.79,41.92_-87.79,0,0,,,,DUI/Impairment
STRAIGHT AND LEVEL,235,2025-09-22 09:25:00,2,9,9,no injury / drive away,$500 OR LESS,NO CONTROLS,SIDESWIPE SAME DIRECTION,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.7913038742,daylight,-87.6014459393,NO INDICATION OF INJURY,2,25,IMPROPER OVERTAKING/PASSING,NO DEFECTS,dry,UNABLE TO DETERMINE,S,5700,no controls,NOT DIVIDED,clear,,,,,,3,1,"[""OTHER"", ""UNKNOWN""]","[""NEW FLYER"", ""UNKNOWN""]","[""STRAIGHT AHEAD"", ""UNKNOWN/NA""]","[""OTHER (EXPLAIN IN NARRATIVE)""]",[],"[""65""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,22,9,0,morning,41.79,-87.6,41.79_-87.6,0,0,65.0,65.0,65.0,Other
STRAIGHT AND LEVEL,413,2025-09-23 12:25:00,3,12,9,no injury / drive away,"$501 - $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.7328693696,dawn,-87.5849748024,NO INDICATION OF INJURY,2,10,FAILING TO REDUCE SPEED TO AVOID CRASH,NO DEFECTS,wet,UNABLE TO DETERMINE,S,8915,no controls,PARKING LOT,clear,,,,,,4,0,"[""FRONT"", ""REAR""]","[""FORD"", ""JEEP""]","[""BACKING"", ""PARKED""]","[""ESCAPE"", ""GRAND CHEROKEE""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,23,12,0,morning,41.73,-87.58,41.73_-87.58,0,0,,,,Speeding
STRAIGHT AND LEVEL,2514,2025-09-21 19:30:00,1,19,9,no injury / drive away,"OVER $1,500",FUNCTIONING PROPERLY,REAR END,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.9296304303,"darkness, lighted road",-87.7565001649,NO INDICATION OF INJURY,2,30,FOLLOWING TOO CLOSELY,NO DEFECTS,dry,NOT APPLICABLE,N,2700,stop sign/flasher,NOT DIVIDED,clear,,1.0,,,,4,2,"[""FRONT"", ""REAR""]","[""FORD"", ""TOYOTA""]","[""SLOW/STOP IN TRAFFIC"", ""STRAIGHT AHEAD""]","[""CAMRY"", ""TAURUS""]",[],"[""25"", ""29""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE"", ""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,21,19,1,evening,41.93,-87.76,41.93_-87.76,0,0,27.0,25.0,29.0,Following Too Closely
STRAIGHT AND LEVEL,2521,2025-09-21 12:42:00,1,12,9,no injury / drive away,"$501 - $1,500",FUNCTIONING PROPERLY,SIDESWIPE SAME DIRECTION,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.9290768263,daylight,-87.7466403699,NO INDICATION OF INJURY,2,30,IMPROPER OVERTAKING/PASSING,NO DEFECTS,dry,IMPROPER OVERTAKING/PASSING,N,2640,traffic signal,NOT DIVIDED,clear,,,,,,4,1,"[""FRONT-LEFT-CORNER"", ""SIDE-RIGHT""]","[""CHEVROLET"", ""MAZDA""]","[""PASSING/OVERTAKING"", ""STRAIGHT AHEAD""]","[""CX-30"", ""MALIBU""]",[],"[""39""]","[""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,21,12,1,morning,41.93,-87.75,41.93_-87.75,0,0,39.0,39.0,39.0,Other
STRAIGHT AND LEVEL,1523,2025-09-23 08:17:00,3,8,9,no injury / drive away,$500 OR LESS,FUNCTIONING PROPERLY,ANGLE,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.8877721028,daylight,-87.7576363591,NO INDICATION OF INJURY,2,25,UNABLE TO DETERMINE,,dry,UNABLE TO DETERMINE,N,399,stop sign/flasher,NOT DIVIDED,clear,,,,,,4,1,"[""FRONT-LEFT-CORNER"", ""FRONT-RIGHT-CORNER""]","[""FORD"", ""UNKNOWN""]","[""STRAIGHT AHEAD""]","[""ECONOLINE E550"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],"[""59""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,23,8,0,morning,41.89,-87.76,41.89_-87.76,0,0,59.0,59.0,59.0,Other
STRAIGHT AND LEVEL,1221,2025-09-19 17:22:00,6,17,9,no injury / drive away,"OVER $1,500",NO CONTROLS,TURNING,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.8954744615,daylight,-87.6768927747,NO INDICATION OF INJURY,2,15,FAILING TO REDUCE SPEED TO AVOID CRASH,NO DEFECTS,dry,IMPROPER TURNING/NO SIGNAL,N,745,no controls,ALLEY,clear,,1.0,,,,4,1,"[""FRONT-LEFT-CORNER"", ""SIDE-LEFT""]","[""AUDI"", ""MERCEDES-BENZ""]","[""STRAIGHT AHEAD"", ""TURNING LEFT""]","[""A4"", ""E-CLASS""]",[],"[""31""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,19,17,0,afternoon,41.9,-87.68,41.9_-87.68,0,0,31.0,31.0,31.0,Speeding
STRAIGHT AND LEVEL,1713,2025-09-19 11:55:00,6,11,9,no injury / drive away,"OVER $1,500",FUNCTIONING PROPERLY,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.9656754244,daylight,-87.710666281,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,dry,NOT APPLICABLE,W,3256,stop sign/flasher,ONE-WAY,clear,,,,,,4,0,"[""SIDE-RIGHT-REAR"", ""UNKNOWN""]","[""HONDA"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""CIVIC"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,19,11,0,morning,41.97,-87.71,41.97_-87.71,0,0,,,,Other
STRAIGHT AND LEVEL,1021,2025-09-19 13:45:00,6,13,9,no injury / drive away,"OVER $1,500",NO CONTROLS,REAR END,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.8623718176,daylight,-87.7105768991,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,dry,NOT APPLICABLE,S,1400,no controls,NOT DIVIDED,clear,,,,,,4,1,"[""FRONT"", ""REAR""]","[""FORD"", ""UNKNOWN""]","[""SLOW/STOP IN TRAFFIC"", ""STRAIGHT AHEAD""]","[""F250"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],"[""64""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,19,13,0,afternoon,41.86,-87.71,41.86_-87.71,0,0,64.0,64.0,64.0,Other
STRAIGHT AND LEVEL,1524,2025-09-20 09:30:00,7,9,9,no injury / drive away,"OVER $1,500",NO CONTROLS,SIDESWIPE SAME DIRECTION,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.8965654523,daylight,-87.7653655667,NO INDICATION OF INJURY,2,20,IMPROPER OVERTAKING/PASSING,NO DEFECTS,dry,UNABLE TO DETERMINE,W,5559,no controls,ONE-WAY,clear,,,,,,3,1,"[""FRONT"", ""FRONT-LEFT-CORNER""]","[""CHEVROLET"", ""TOYOTA""]","[""ENTERING TRAFFIC LANE FROM PARKING"", ""STRAIGHT AHEAD""]","[""OTHER (EXPLAIN IN NARRATIVE)""]",[],"[""61""]","[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,20,9,1,morning,41.9,-87.77,41.9_-87.77,0,0,61.0,61.0,61.0,Other
STRAIGHT AND LEVEL,822,2025-09-19 11:00:00,6,11,9,no injury / drive away,$500 OR LESS,NO CONTROLS,PEDALCYCLIST,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,41.8006767048,daylight,-87.7062687011,NO INDICATION OF INJURY,2,30,FAILING TO YIELD RIGHT-OF-WAY,NO DEFECTS,dry,IMPROPER TURNING/NO SIGNAL,W,3301,no controls,NOT DIVIDED,clear,,,,,,2,1,"[""FRONT""]","[""HONDA""]","[""TURNING RIGHT""]","[""ACCORD""]",[],"[""27""]","[""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,19,11,0,morning,41.8,-87.71,41.8_-87.71,0,0,27.0,27.0,27.0,Failure-to-Yield
STRAIGHT AND LEVEL,2432,2025-09-20 12:00:00,7,12,9,no injury / drive away,"$501 - $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.003604391,,-87.6642347538,NO INDICATION OF INJURY,2,10,UNABLE TO DETERMINE,NO DEFECTS,dry,NOT APPLICABLE,W,1314,no controls,PARKING LOT,,1.0,,,,1.0,4,0,"[""FRONT-LEFT-CORNER"", ""SIDE-LEFT""]","[""AUDI"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""S5""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,20,12,1,morning,42.0,-87.66,42.0_-87.66,0,0,,,,Other
STRAIGHT AND LEVEL,414,2025-09-20 16:14:00,7,16,9,injury and / or tow due to crash,"OVER $1,500",FUNCTIONING PROPERLY,ANGLE,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.7497897091,daylight,-87.5687844444,NO INDICATION OF INJURY,2,20,UNABLE TO DETERMINE,,dry,UNABLE TO DETERMINE,S,8000,stop sign/flasher,FOUR WAY,clear,,1.0,,,,4,1,"[""FRONT"", ""FRONT-LEFT-CORNER""]","[""MITSUBISHI"", ""UNKNOWN""]","[""STRAIGHT AHEAD""]","[""MIRAGE"", ""OTHER (EXPLAIN IN NARRATIVE)""]","[""Y""]","[""77""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,20,16,1,afternoon,41.75,-87.57,41.75_-87.57,0,0,77.0,77.0,77.0,Other
STRAIGHT AND LEVEL,915,2025-09-19 22:08:00,6,22,9,no injury / drive away,"OVER $1,500",NO CONTROLS,REAR END,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.8309111801,"darkness, lighted road",-87.6423969827,NO INDICATION OF INJURY,2,30,FOLLOWING TOO CLOSELY,NO DEFECTS,dry,NOT APPLICABLE,W,628,no controls,NOT DIVIDED,cloudy/overcast,1.0,1.0,,,,4,1,"[""FRONT"", ""REAR""]","[""JEEP"", ""NISSAN""]","[""STRAIGHT AHEAD""]","[""GRAND CHEROKEE"", ""MAXIMA""]",[],"[""38""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,19,22,0,evening,41.83,-87.64,41.83_-87.64,0,0,38.0,38.0,38.0,Following Too Closely
STRAIGHT AND LEVEL,1623,2025-09-22 08:37:00,2,8,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.9774771637,,-87.7670755014,NO INDICATION OF INJURY,2,25,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NO DEFECTS,dry,NOT APPLICABLE,N,5301,no controls,NOT DIVIDED,clear,,,,,,4,0,"[""FRONT"", ""REAR""]","[""CHEVROLET"", ""TOYOTA""]","[""PARKED"", ""UNKNOWN/NA""]","[""PRIUS"", ""TAHOE""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,22,8,0,morning,41.98,-87.77,41.98_-87.77,0,0,,,,Other
STRAIGHT AND LEVEL,2521,2025-09-20 22:10:00,7,22,9,injury and / or tow due to crash,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.9251704423,"darkness, lighted road",-87.7560602484,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,wet,NOT APPLICABLE,W,5198,no controls,ONE-WAY,rain,,,,,,4,0,"[""FRONT"", ""REAR""]","[""MITSUBISHI"", ""SUBARU""]","[""PARKED"", ""UNKNOWN/NA""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""WRX""]","[""Y""]",[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,20,22,1,evening,41.93,-87.76,41.93_-87.76,0,0,,,,Other
STRAIGHT AND LEVEL,1122,2025-09-23 07:00:00,3,7,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.8931247281,"darkness, lighted road",-87.7221989626,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,dry,NOT APPLICABLE,N,645,no controls,ONE-WAY,clear,,,,,,4,0,"[""SIDE-RIGHT"", ""UNKNOWN""]","[""JAGUAR"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""ENCLOSED BODY"", ""F-PACE""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,23,7,0,morning,41.89,-87.72,41.89_-87.72,0,0,,,,Other
STRAIGHT AND LEVEL,1413,2025-09-24 11:00:00,4,11,9,no injury / drive away,"OVER $1,500",NO CONTROLS,REAR TO SIDE,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.9228954421,daylight,-87.7159157714,NO INDICATION OF INJURY,2,15,FAILING TO YIELD RIGHT-OF-WAY,NO DEFECTS,dry,FAILING TO YIELD RIGHT-OF-WAY,W,3554,no controls,OTHER,clear,,,,,,4,1,"[""FRONT-RIGHT-CORNER"", ""SIDE-LEFT-REAR""]","[""HYUNDAI"", ""VOLKSWAGEN""]","[""OTHER"", ""STRAIGHT AHEAD""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""SONATA""]",[],"[""52""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,24,11,0,morning,41.92,-87.72,41.92_-87.72,0,0,52.0,52.0,52.0,Failure-to-Yield
STRAIGHT AND LEVEL,124,2025-09-24 14:50:00,4,14,9,injury and / or tow due to crash,"OVER $1,500",FUNCTIONING PROPERLY,ANGLE,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,41.8673229935,daylight,-87.642654233,NONINCAPACITATING INJURY,2,30,DISREGARDING TRAFFIC SIGNALS,NO DEFECTS,dry,FAILING TO REDUCE SPEED TO AVOID CRASH,W,610,traffic signal,FOUR WAY,clear,,1.0,,,,4,1,"[""FRONT"", ""REAR-RIGHT-CORNER""]","[""HONDA"", ""HYUNDAI""]","[""STRAIGHT AHEAD""]","[""ACCORD"", ""TUCSON""]","[""Y""]","[""68""]","[""DEPLOYED, FRONT"", ""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY"", ""NONINCAPACITATING INJURY""]",2025,9,24,14,0,afternoon,41.87,-87.64,41.87_-87.64,0,0,68.0,68.0,68.0,Other
STRAIGHT AND LEVEL,1614,2025-09-23 12:15:00,3,12,9,no injury / drive away,"$501 - $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.978973027,daylight,-87.836733659,NO INDICATION OF INJURY,2,35,UNABLE TO DETERMINE,NO DEFECTS,dry,NOT APPLICABLE,N,5450,no controls,NOT DIVIDED,clear,,,,,,4,0,"[""SIDE-LEFT-REAR"", ""UNKNOWN""]","[""HYUNDAI"", ""TOYOTA""]","[""PARKED"", ""STRAIGHT AHEAD""]","[""SANTA FE"", ""YARIS""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,23,12,0,morning,41.98,-87.84,41.98_-87.84,0,0,,,,Other
STRAIGHT AND LEVEL,2531,2025-09-22 10:20:00,2,10,9,no injury / drive away,"OVER $1,500",FUNCTIONING PROPERLY,SIDESWIPE SAME DIRECTION,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.9022491861,daylight,-87.7660302726,NO INDICATION OF INJURY,2,30,IMPROPER OVERTAKING/PASSING,NO DEFECTS,dry,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,W,5608,traffic signal,NOT DIVIDED,clear,,1.0,,,,4,1,"[""REAR-RIGHT-CORNER"", ""SIDE-LEFT""]","[""HONDA"", ""NISSAN""]","[""PASSING/OVERTAKING"", ""SLOW/STOP IN TRAFFIC""]","[""ALTIMA"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],"[""31""]","[""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,22,10,0,morning,41.9,-87.77,41.9_-87.77,0,0,31.0,31.0,31.0,Other
STRAIGHT AND LEVEL,1233,2025-09-24 17:13:00,4,17,9,no injury / drive away,"OVER $1,500",NO CONTROLS,SIDESWIPE SAME DIRECTION,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.8575185992,daylight,-87.6856786715,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,dry,UNABLE TO DETERMINE,S,1755,no controls,NOT DIVIDED,clear,,,,,,4,1,"[""SIDE-LEFT-REAR"", ""UNKNOWN""]","[""NEW FLYER"", ""UNKNOWN""]","[""STRAIGHT AHEAD"", ""UNKNOWN/NA""]","[""MOTORIZED"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],"[""54""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE"", ""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,24,17,0,afternoon,41.86,-87.69,41.86_-87.69,0,1,54.0,54.0,54.0,Other
STRAIGHT AND LEVEL,1634,2025-09-21 21:00:00,1,21,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.9423578921,"darkness, lighted road",-87.7476067609,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,dry,NOT APPLICABLE,W,4815,no controls,ONE-WAY,clear,,,,,,4,0,"[""FRONT-LEFT-CORNER"", ""SIDE-RIGHT""]","[""TOYOTA"", ""UNKNOWN""]","[""PARKED"", ""STRAIGHT AHEAD""]","[""COROLLA"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,21,21,1,evening,41.94,-87.75,41.94_-87.75,0,0,,,,Other
STRAIGHT AND LEVEL,1021,2025-09-20 23:10:00,7,23,9,injury and / or tow due to crash,"$501 - $1,500",NO CONTROLS,PEDESTRIAN,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,41.8620738764,"darkness, lighted road",-87.7105679707,NONINCAPACITATING INJURY,2,30,UNABLE TO DETERMINE,NO DEFECTS,wet,NOT APPLICABLE,S,1410,no controls,NOT DIVIDED,clear,,,,,,2,1,"[""FRONT-LEFT-CORNER""]","[""UNKNOWN""]","[""STRAIGHT AHEAD""]","[""OTHER (EXPLAIN IN NARRATIVE)""]",[],"[""30""]","[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY"", ""NONINCAPACITATING INJURY""]",2025,9,20,23,1,evening,41.86,-87.71,41.86_-87.71,0,0,30.0,30.0,30.0,Other
STRAIGHT AND LEVEL,923,2025-09-20 03:20:00,7,3,9,no injury / drive away,"OVER $1,500",NO CONTROLS,TURNING,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.7952959821,"darkness, lighted road",-87.7034649215,NO INDICATION OF INJURY,2,30,FAILING TO REDUCE SPEED TO AVOID CRASH,NO DEFECTS,dry,FOLLOWING TOO CLOSELY,S,5401,no controls,NOT DIVIDED,clear,,,,,,4,1,"[""FRONT"", ""REAR""]","[""HONDA"", ""UNKNOWN""]","[""STRAIGHT AHEAD"", ""TURNING LEFT""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""PILOT""]",[],"[""28""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE"", ""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,20,3,1,night,41.8,-87.7,41.8_-87.7,0,0,28.0,28.0,28.0,Speeding
STRAIGHT AND LEVEL,332,2025-09-21 17:00:00,1,17,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.7730860722,daylight,-87.5803166778,NO INDICATION OF INJURY,2,25,NOT APPLICABLE,NO DEFECTS,dry,UNABLE TO DETERMINE,S,6708,no controls,NOT DIVIDED,clear,,,,,,4,0,"[""FRONT-RIGHT-CORNER"", ""SIDE-LEFT-REAR""]","[""CHEVROLET"", ""TOYOTA""]","[""BACKING"", ""PARKED""]","[""MALIBU"", ""OTHER (EXPLAIN IN NARRATIVE)""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,21,17,1,afternoon,41.77,-87.58,41.77_-87.58,0,0,,,,Other
STRAIGHT AND LEVEL,131,2025-09-23 23:41:00,3,23,9,no injury / drive away,"$501 - $1,500",FUNCTIONING PROPERLY,REAR END,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.8578360645,"darkness, lighted road",-87.6303745744,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,,dry,UNABLE TO DETERMINE,S,1768,traffic signal,NOT DIVIDED,clear,,,,,,4,1,"[""FRONT"", ""REAR""]","[""TESLA"", ""TOYOTA""]","[""SLOW/STOP IN TRAFFIC"", ""STRAIGHT AHEAD""]","[""MODEL Y"", ""RAV4""]",[],"[""37""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,23,23,0,evening,41.86,-87.63,41.86_-87.63,0,0,37.0,37.0,37.0,Other
STRAIGHT AND LEVEL,1233,2025-09-22 07:30:00,2,7,9,no injury / drive away,"OVER $1,500",FUNCTIONING PROPERLY,ANGLE,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.8666045814,daylight,-87.6614175253,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,,dry,NOT APPLICABLE,S,1211,traffic signal,NOT DIVIDED,clear,,,,,,4,1,"[""FRONT-LEFT-CORNER"", ""SIDE-LEFT-REAR""]","[""NISSAN"", ""TOYOTA""]","[""STRAIGHT AHEAD""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""RAV4""]",[],"[""70""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,22,7,0,morning,41.87,-87.66,41.87_-87.66,0,0,70.0,70.0,70.0,Other
STRAIGHT AND LEVEL,2223,2025-09-19 17:00:00,6,17,9,injury and / or tow due to crash,"OVER $1,500",,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.7152908268,daylight,-87.6407659765,NO INDICATION OF INJURY,2,25,UNABLE TO DETERMINE,,,UNABLE TO DETERMINE,S,9820,,ONE-WAY,,1.0,,,,,4,0,"[""REAR-LEFT-CORNER"", ""UNKNOWN""]","[""BMW"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""X5""]","[""Y""]",[],"[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]",2025,9,19,17,0,afternoon,41.72,-87.64,41.72_-87.64,0,0,,,,Other
STRAIGHT AND LEVEL,1113,2025-09-20 11:15:00,7,11,9,no injury / drive away,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.8770536197,,-87.7372216966,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,,,UNABLE TO DETERMINE,W,4446,no controls,NOT DIVIDED,,,,,,,4,0,"[""FRONT-LEFT-CORNER"", ""UNKNOWN""]","[""INFINITI"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]","[""MOTORIZED"", ""QX60""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,20,11,1,morning,41.88,-87.74,41.88_-87.74,0,1,,,,Other
STRAIGHT AND LEVEL,1623,2025-09-24 12:45:00,4,12,9,no injury / drive away,"OVER $1,500",,SIDESWIPE OPPOSITE DIRECTION,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.9697793833,,-87.7577262283,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,,,NOT APPLICABLE,N,4900,,,,,,,,,4,1,"[""FRONT-LEFT-CORNER"", ""SIDE-LEFT""]","[""SUBARU"", ""UNKNOWN""]","[""STRAIGHT AHEAD"", ""UNKNOWN/NA""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""WRX""]",[],"[""84""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]",2025,9,24,12,0,morning,41.97,-87.76,41.97_-87.76,0,0,84.0,84.0,84.0,Other
